RIC II, Part 1 (second edition) Domitian 163	http://numismatics.org/ocre/id/ric.2_1(2).dom.163	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS VIIII DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 164	http://numismatics.org/ocre/id/ric.2_1(2).dom.164	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS VIIII DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 165	http://numismatics.org/ocre/id/ric.2_1(2).dom.165	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS IX DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 166	http://numismatics.org/ocre/id/ric.2_1(2).dom.166	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS VIIII DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 167	http://numismatics.org/ocre/id/ric.2_1(2).dom.167	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS VIIII DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 168	http://numismatics.org/ocre/id/ric.2_1(2).dom.168	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS VIIII DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 169	http://numismatics.org/ocre/id/ric.2_1(2).dom.169	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS VIIII DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 170	http://numismatics.org/ocre/id/ric.2_1(2).dom.170	83	83	IMP CAES DOMITIANVS AVG P M	TR POT II COS IX DES X P P	Domitian	2	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
RIC II, Part 1 (second edition) Domitian 172	http://numismatics.org/ocre/id/ric.2_1(2).dom.172	84	84	IMP CAES DOMITIAN AVG GERMANICVS	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 173	http://numismatics.org/ocre/id/ric.2_1(2).dom.173	84	84	IMP CAES DOMITIAN AVG GERMANICVS	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 174	http://numismatics.org/ocre/id/ric.2_1(2).dom.174	84	84	IMP CAES DOMITIAN AVG GERMANICVS	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 175	http://numismatics.org/ocre/id/ric.2_1(2).dom.175	84	84	IMP CAES DOMITIAN AVG GERMANICVS	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 176	http://numismatics.org/ocre/id/ric.2_1(2).dom.176	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 177	http://numismatics.org/ocre/id/ric.2_1(2).dom.177	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 178	http://numismatics.org/ocre/id/ric.2_1(2).dom.178	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 179	http://numismatics.org/ocre/id/ric.2_1(2).dom.179	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 180	http://numismatics.org/ocre/id/ric.2_1(2).dom.180	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 181	http://numismatics.org/ocre/id/ric.2_1(2).dom.181	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 182	http://numismatics.org/ocre/id/ric.2_1(2).dom.182	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 183	http://numismatics.org/ocre/id/ric.2_1(2).dom.183	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 184	http://numismatics.org/ocre/id/ric.2_1(2).dom.184	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 185	http://numismatics.org/ocre/id/ric.2_1(2).dom.185	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 186	http://numismatics.org/ocre/id/ric.2_1(2).dom.186	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 187	http://numismatics.org/ocre/id/ric.2_1(2).dom.187	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 188	http://numismatics.org/ocre/id/ric.2_1(2).dom.188	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 189	http://numismatics.org/ocre/id/ric.2_1(2).dom.189	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 190	http://numismatics.org/ocre/id/ric.2_1(2).dom.190	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 191	http://numismatics.org/ocre/id/ric.2_1(2).dom.191	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 192	http://numismatics.org/ocre/id/ric.2_1(2).dom.192	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 193	http://numismatics.org/ocre/id/ric.2_1(2).dom.193	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 194	http://numismatics.org/ocre/id/ric.2_1(2).dom.194	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 195	http://numismatics.org/ocre/id/ric.2_1(2).dom.195	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 196	http://numismatics.org/ocre/id/ric.2_1(2).dom.196	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 197	http://numismatics.org/ocre/id/ric.2_1(2).dom.197	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 198	http://numismatics.org/ocre/id/ric.2_1(2).dom.198	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 199	http://numismatics.org/ocre/id/ric.2_1(2).dom.199	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 200	http://numismatics.org/ocre/id/ric.2_1(2).dom.200	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 201	http://numismatics.org/ocre/id/ric.2_1(2).dom.201	84	84	IMP CAES DIVI VESP F DOMITIAN AVG	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 202	http://numismatics.org/ocre/id/ric.2_1(2).dom.202	84	84	IMP CAES DIVI VESP F DOMITIAN AVG	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 203	http://numismatics.org/ocre/id/ric.2_1(2).dom.203	84	84	IMP CAES DOMITIAN AVG GERMANICVS	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 204	http://numismatics.org/ocre/id/ric.2_1(2).dom.204	84	84	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT III IMP V COS X P P	Domitian	3	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
RIC II, Part 1 (second edition) Domitian 255	http://numismatics.org/ocre/id/ric.2_1(2).dom.255	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 256	http://numismatics.org/ocre/id/ric.2_1(2).dom.256	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 257	http://numismatics.org/ocre/id/ric.2_1(2).dom.257	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 258	http://numismatics.org/ocre/id/ric.2_1(2).dom.258	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 259	http://numismatics.org/ocre/id/ric.2_1(2).dom.259	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 260	http://numismatics.org/ocre/id/ric.2_1(2).dom.260	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 261	http://numismatics.org/ocre/id/ric.2_1(2).dom.261	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 262	http://numismatics.org/ocre/id/ric.2_1(2).dom.262	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 263	http://numismatics.org/ocre/id/ric.2_1(2).dom.263	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 264	http://numismatics.org/ocre/id/ric.2_1(2).dom.264	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 265	http://numismatics.org/ocre/id/ric.2_1(2).dom.265	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 266	http://numismatics.org/ocre/id/ric.2_1(2).dom.266	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 267	http://numismatics.org/ocre/id/ric.2_1(2).dom.267	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 268	http://numismatics.org/ocre/id/ric.2_1(2).dom.268	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 269	http://numismatics.org/ocre/id/ric.2_1(2).dom.269	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 270	http://numismatics.org/ocre/id/ric.2_1(2).dom.270	85	85	IMP CAES DOMITIANVS AVG GERMANIC	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 271	http://numismatics.org/ocre/id/ric.2_1(2).dom.271	85	85	IMP CAES DOMITIAN AVG GERMANICVS	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 272	http://numismatics.org/ocre/id/ric.2_1(2).dom.272	85	85	IMP CAES DOMITIAN AVG GERMANICVS	P M TR POT IIII IMP VIII COS XI P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 324	http://numismatics.org/ocre/id/ric.2_1(2).dom.324	85	85	IMP CAES DOMIT AVG GERM P M TR POT IIII	IMP VIIII COS XI CENSORIA POTESTAT P P	Domitian	4	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
RIC II, Part 1 (second edition) Domitian 347	http://numismatics.org/ocre/id/ric.2_1(2).dom.347	85	85	IMP CAES DOMIT AVG GERM P M TR POT V	IMP VIIII COS XI CENS POT P P	Domitian	5	https://godot.date/id/jpKpH39e6shXrTDVjFK7y6
RIC II, Part 1 (second edition) Domitian 348	http://numismatics.org/ocre/id/ric.2_1(2).dom.348	85	85	IMP CAES DOMIT AVG GERM P M TR POT V	IMP VIIII COS XI CENS POT P P	Domitian	5	https://godot.date/id/jpKpH39e6shXrTDVjFK7y6
RIC II Nerva 34 (aureus)	http://numismatics.org/ocre/id/ric.2.ner.34_aureus	97	97	IMP NERVA CAES AVG P M TR POT II	COS III PATER PATRIAE	Nerva	2	https://godot.date/id/5CgSy2shEbBbAez2LXjip4
RIC II Nerva 34 (denarius)	http://numismatics.org/ocre/id/ric.2.ner.34_denarius	97	97	IMP NERVA CAES AVG P M TR POT II	COS III PATER PATRIAE	Nerva	2	https://godot.date/id/5CgSy2shEbBbAez2LXjip4
RIC II Nerva 35	http://numismatics.org/ocre/id/ric.2.ner.35	97	97	IMP NERVA CAES AVG P M TR POT II	FORTVNA AVGVST	Nerva	2	https://godot.date/id/5CgSy2shEbBbAez2LXjip4
RIC II Nerva 36	http://numismatics.org/ocre/id/ric.2.ner.36	97	97	IMP NERVA CAES AVG P M TR POT II	LIBERTAS PVBLICA	Nerva	2	https://godot.date/id/5CgSy2shEbBbAez2LXjip4
RIC II Trajan 644	http://numismatics.org/ocre/id/ric.2.tr.644	114	117	IMP CAES NER TRAIANO OPTIMO AVG GERM	DAC PARTHICO P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 645	http://numismatics.org/ocre/id/ric.2.tr.645	114	117	IMP CAES NER TRAIANO OPTIMO AVG GERM	DAC PARTHICO P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 646	http://numismatics.org/ocre/id/ric.2.tr.646	114	117	IMP CAES NER TRAIANO OPTIM AVG GERM	DAC PARTHICO P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 647	http://numismatics.org/ocre/id/ric.2.tr.647	114	117	IMP CAES NER TRAIANO OPTIMO AVG GERM	DAC PARTHICO P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 648	http://numismatics.org/ocre/id/ric.2.tr.648	114	117	IMP CAES NER TRAIANO OPTIMO AVG GERM	DAC PARTHICO P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 649	http://numismatics.org/ocre/id/ric.2.tr.649	114	117	IMP CAES NER TRAIANO OPTIMO AVG GERM	DAC PARTHICO P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 650	http://numismatics.org/ocre/id/ric.2.tr.650	114	117	IMP CAES NER TRAIANO OPTIMO AVG GERM	DAC PARTHICO P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 659	http://numismatics.org/ocre/id/ric.2.tr.659	114	117	IMP CAES NER TRAIAN OPTIM AVG GER DAC PARTHICO	P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 660	http://numismatics.org/ocre/id/ric.2.tr.660	114	117	IMP CAES NER TRAIAN OPTIM AVG GER DAC PARTHICO	P M TR POT XX COS VI P P	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC II Trajan 684	http://numismatics.org/ocre/id/ric.2.tr.684	114	117	IMP CAES NER TRAIAN OPTIM AVG GER DAC PARTHICO	TR POT XX COS VI P P S C	Trajan	20	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
RIC III Antoninus Pius 316A	http://numismatics.org/ocre/id/ric.3.ant.316A	138	161	ANTONINVS AVG PIVS P P	PII P P TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 317	http://numismatics.org/ocre/id/ric.3.ant.317	138	161	ANTONINVS AVG PIVS…	TR POT XII COS IIII CLEM	Antoninus Pius	12	https://godot.date/id/MLYYWy9Bi9NsBQKFBqePMW
RIC III Antoninus Pius 1270	http://numismatics.org/ocre/id/ric.3.ant.1270	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II S C	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 1271A (as)	http://numismatics.org/ocre/id/ric.3.ant.1271A_as	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II HONOS S C	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 1271A (dupondius)	http://numismatics.org/ocre/id/ric.3.ant.1271A_dupondius	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II HONOS S C	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 1271B (as)	http://numismatics.org/ocre/id/ric.3.ant.1271B_as	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II HONOS S C	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 1271B (dupondius)	http://numismatics.org/ocre/id/ric.3.ant.1271B_dupondius	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II HONOS S C	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 174	http://numismatics.org/ocre/id/ric.3.ant.174	147	148	ANTONINVS AVG PIVS P P IMP II	TR POT XI COS IIII	Antoninus Pius	11	https://godot.date/id/RP4KWy2Y57TJuyLXsCopr8
RIC III Antoninus Pius 438A (aureus)	http://numismatics.org/ocre/id/ric.3.ant.438A_aureus	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 438A (denarius)	http://numismatics.org/ocre/id/ric.3.ant.438A_denarius	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 438B	http://numismatics.org/ocre/id/ric.3.ant.438B	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 439	http://numismatics.org/ocre/id/ric.3.ant.439	147	148	AVRELIVS CAES ANTON AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 440A (aureus)	http://numismatics.org/ocre/id/ric.3.ant.440A_aureus	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 440A (denarius)	http://numismatics.org/ocre/id/ric.3.ant.440A_denarius	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 440B	http://numismatics.org/ocre/id/ric.3.ant.440B	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 440C	http://numismatics.org/ocre/id/ric.3.ant.440C	147	148	AVRELIVS CAESAR AVG PII F	TR POT II COS II	Antoninus Pius	2	https://godot.date/id/3pxUWon97Fd6AsxiDTLfH6
RIC III Antoninus Pius 850	http://numismatics.org/ocre/id/ric.3.ant.850	147	148	ANTONINVS AVG PIVS P P IMP II	TR POT XI COS IIII S C	Antoninus Pius	11	https://godot.date/id/RP4KWy2Y57TJuyLXsCopr8
RIC III Antoninus Pius 1272	http://numismatics.org/ocre/id/ric.3.ant.1272	148	149	AVRELIVS CAESAR ANTONINI AVG PII F	TR POT III COS II S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1273	http://numismatics.org/ocre/id/ric.3.ant.1273	148	149	AVRELIVS CAESAR AVG PII FIL	TR POT III COS II S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1274A	http://numismatics.org/ocre/id/ric.3.ant.1274A	148	149	AVRELIVS CAESAR AVG PII F	TR POT III COS II S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1274B	http://numismatics.org/ocre/id/ric.3.ant.1274B	148	149	AVRELIVS CAESAR AVG PII FIL	TR POT III COS II S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1275	http://numismatics.org/ocre/id/ric.3.ant.1275	148	149	AVRELIVS CAESAR AVG PII F	TR POT III COS II CLE S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1276	http://numismatics.org/ocre/id/ric.3.ant.1276	148	149	AVRELIVS CAESAR AVG PII F	TR POT III COS II CLEM S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1277	http://numismatics.org/ocre/id/ric.3.ant.1277	148	149	AVRELIVS CAESAR ANTONINI AVG PII F	TR POT III COS II CLEM S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1278	http://numismatics.org/ocre/id/ric.3.ant.1278	148	149	AVRELIVS CAESAR AVG PII F	TR POT III COS II CLEM S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1279	http://numismatics.org/ocre/id/ric.3.ant.1279	148	149	AVRELIVS CAESAR AVG PII F	TR POT III COS II HONOS S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1280	http://numismatics.org/ocre/id/ric.3.ant.1280	148	149	AVRELIVS CAESAR AVG PII F	TR POT III COS II PIETAS S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1281A	http://numismatics.org/ocre/id/ric.3.ant.1281A	148	149	AVRELIVS CAESAR AVG PII F	TR POT III COS II PIETAS S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1281B	http://numismatics.org/ocre/id/ric.3.ant.1281B	148	149	AVRELIVS CAESAR ANTONINI AVG PII F	TR POT III COS II PIETAS S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
RIC III Antoninus Pius 1282	http://numismatics.org/ocre/id/ric.3.ant.1282	148	149	AVRELIVS CAESAR ANTONINI AVG PII F	TR POT III COS II VIRTVS S C	Antoninus Pius	3	https://godot.date/id/RerSbThPiSDRT9sZTMb7ZB
